artifact_id,payload_sha256,sequence,entry_id,statement,label,taxonomy,unit,period_start,period_end,prior_value,prior_accepted_at,prior_accession,later_value,later_accepted_at,later_accession,delta,classification,prior_filing_url,later_filing_url
alab-accession-level-pit-revision-ledger-2026-q2-v1,7c311ab088972e653fd385ef2b1f65773156ccb48c70676f31c219d6002c42d6,1,ALAB-Q2-2025-YTD-DA,company-facts-candidate,Depreciation and amortization,us-gaap:DepreciationDepletionAndAmortization,USD,2025-01-01,2025-06-30,2517000,2025-08-05T21:41:47.000Z,0001736297-25-000098,2500000,2026-08-04T21:34:14.000Z,0001736297-26-000035,-17000,context-collision-not-a-revision,https://www.sec.gov/Archives/edgar/data/1736297/000173629725000098/alab-20250630.htm,https://www.sec.gov/Archives/edgar/data/1736297/000173629726000035/alab-20260630.htm
alab-accession-level-pit-revision-ledger-2026-q2-v1,7c311ab088972e653fd385ef2b1f65773156ccb48c70676f31c219d6002c42d6,2,ALAB-Q2-2025-YTD-ACCRUED-LIABILITIES,statement-of-cash-flows,Accrued expenses and other liabilities,us-gaap:IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,USD,2025-01-01,2025-06-30,-1592000,2025-08-05T21:41:47.000Z,0001736297-25-000098,-3555000,2026-08-04T21:34:14.000Z,0001736297-26-000035,-1963000,issuer-disclosed-reclassification,https://www.sec.gov/Archives/edgar/data/1736297/000173629725000098/alab-20250630.htm,https://www.sec.gov/Archives/edgar/data/1736297/000173629726000035/alab-20260630.htm
